,bp,position,foot,a/w,d/w
12271,RWB,RB RM RWB,Right,Medium,Medium
12272,RB,RB RM RWB,Right,High,Medium
12273,RWB,RB RM RWB,Right,High,Medium
12274,RB,RB RM RWB,Right,High,High
12275,RM,RB RM ST,Right,Medium,Medium
12276,RB,RB RM ST,Right,High,Medium
12277,RM,RB RW,Right,High,Medium
12278,RB,RB RW,Right,High,High
12279,RM,RB RW,Right,Medium,Medium
12280,RB,RB RW,Right,High,Medium
12281,RB,RB RW,Right,Medium,Medium
12282,RW,RB RW,Right,Medium,Medium
12283,RB,RB RW,Right,High,Medium
12284,RB,RB RW LB,Right,High,Medium
12285,RB,RB RWB,Right,Medium,High
12286,RB,RB RWB,Right,High,Medium
12287,RB,RB RWB,Right,Medium,Medium
12288,RB,RB RWB,Right,High,Medium
12289,RB,RB RWB,Right,High,Medium
12290,RB,RB RWB,Right,Medium,Medium
12291,RB,RB RWB,Right,Low,Medium
12292,RB,RB RWB,Right,High,Medium
12293,RB,RB RWB,Right,High,High
12294,RWB,RB RWB,Right,Medium,Medium
12295,RB,RB RWB,Right,Medium,High
12296,RB,RB RWB,Right,Medium,Medium
12297,RB,RB RWB,Right,Medium,High
12298,RWB,RB RWB,Right,High,High
12299,RB,RB RWB,Right,High,Medium
12300,CB,RB RWB,Right,Low,High
12301,RB,RB RWB,Right,High,High
12302,RB,RB RWB,Right,High,Medium
12303,RB,RB RWB,Right,Medium,Medium
12304,RWB,RB RWB,Right,High,Medium
12305,RB,RB RWB,Right,High,Medium
12306,RB,RB RWB,Right,Medium,Medium
12307,RB,RB RWB,Right,Medium,Medium
12308,RB,RB RWB,Right,High,High
12309,RB,RB RWB,Right,High,Medium
12310,RB,RB RWB,Right,Medium,Medium
12311,RB,RB RWB,Right,High,Medium
12312,RB,RB RWB,Right,High,Medium
12313,RB,RB RWB,Right,High,Medium
12314,RB,RB RWB,Right,High,Medium
12315,RB,RB RWB,Right,High,High
12316,RB,RB RWB,Right,Medium,Medium
12317,RB,RB RWB,Right,Medium,Medium
12318,RB,RB RWB,Right,Medium,Medium
12319,RB,RB RWB,Right,High,Medium
12320,RB,RB RWB,Right,High,High
12321,RM,RB RWB,Right,High,Medium
12322,CB,RB RWB,Right,High,Medium
12323,RB,RB RWB,Right,Medium,Medium
12324,RB,RB RWB,Right,Low,High
12325,RB,RB RWB,Right,High,Medium
12326,RB,RB RWB,Right,High,Medium
12327,CB,RB RWB,Right,Medium,Medium
12328,RB,RB RWB,Right,Medium,Medium
12329,RB,RB RWB,Right,High,Medium
12330,RB,RB RWB,Right,High,High
12331,RB,RB RWB,Right,High,Medium
12332,RB,RB RWB,Right,High,Medium
12333,RB,RB RWB,Right,High,Medium
12334,RB,RB RWB,Right,Medium,Medium
12335,RB,RB RWB,Right,Medium,Medium
12336,RWB,RB RWB,Right,Medium,Medium
12337,CB,RB RWB,Right,Medium,Medium
12338,RB,RB RWB,Right,High,High
12339,RB,RB RWB,Right,High,Medium
12340,RB,RB RWB,Right,Medium,Medium
12341,RB,RB RWB,Right,Medium,Medium
12342,RB,RB RWB,Right,High,Medium
12343,RB,RB RWB,Right,High,Medium
12344,RB,RB RWB,Right,Medium,Medium
12345,RB,RB RWB,Right,High,Medium
12346,RB,RB RWB,Right,High,Medium
12347,RB,RB RWB,Right,High,Medium
12348,RB,RB RWB,Right,Medium,Medium
12349,RWB,RB RWB,Right,High,Medium
12350,RWB,RB RWB,Right,High,Medium
12351,RB,RB RWB,Right,High,Medium
12352,RWB,RB RWB,Right,High,Medium
12353,RB,RB RWB,Right,High,High
12354,RB,RB RWB,Right,Medium,High
12355,RB,RB RWB,Right,Medium,Medium
12356,RM,RB RWB,Right,High,High
12357,RB,RB RWB,Right,High,Medium
12358,RB,RB RWB,Right,High,Medium
12359,RB,RB RWB,Right,High,Medium
12360,RB,RB RWB,Right,High,Medium
12361,RWB,RB RWB,Right,Medium,Medium
12362,RB,RB RWB,Right,High,Medium
12363,RB,RB RWB,Right,High,Medium
12364,RB,RB RWB,Right,Medium,Medium
12365,RB,RB RWB,Right,High,Medium
12366,RB,RB RWB,Right,Medium,Medium
12367,RWB,RB RWB,Right,High,Medium
12368,RB,RB RWB,Right,High,Medium
12369,RB,RB RWB,Right,Medium,Medium
12370,RB,RB RWB,Right,High,Medium
12371,RB,RB RWB,Right,High,Medium
12372,RWB,RB RWB,Right,Medium,Medium
12373,RB,RB RWB,Right,High,Low
12374,RB,RB RWB,Right,High,Medium
12375,RB,RB RWB,Right,Medium,High
12376,RB,RB RWB,Right,Medium,Medium
12377,CB,RB RWB,Right,Medium,High
12378,RB,RB RWB CB,Right,High,Medium
12379,RB,RB RWB CB,Right,High,High
12380,RB,RB RWB CB,Right,High,Medium
12381,RB,RB RWB CB,Right,High,Medium
12382,CDM,RB RWB CB,Right,Medium,Medium
12383,RB,RB RWB CB,Right,High,Medium
12384,RWB,RB RWB CB,Right,Medium,Medium
12385,RB,RB RWB CDM,Right,Medium,Medium
12386,RB,RB RWB CDM,Right,Medium,Medium
12387,RB,RB RWB CM,Right,High,Medium
12388,CB,RB RWB CM,Right,Medium,Medium
12389,RB,RB RWB LB,Right,Medium,High
12390,RB,RB RWB LB,Right,Medium,Medium
12391,RB,RB RWB LB,Right,High,Medium
12392,RWB,RB RWB LB,Right,High,Medium
12393,RB,RB RWB LB,Right,Medium,Medium
12394,RWB,RB RWB LB,Right,High,Medium
12395,RWB,RB RWB LWB,Right,Medium,Medium
12396,RM,RB RWB RM,Right,High,Low
12397,RB,RB RWB RM,Right,High,Medium
12398,RWB,RB RWB RM,Right,High,Medium
12399,RWB,RB RWB RM,Right,High,Medium
12400,RB,RB RWB RM,Right,High,Medium
12401,RB,RB RWB RM,Right,Medium,Medium
12402,RB,RB RWB RM,Right,High,Medium
12403,RB,RB RWB RM,Right,High,Medium
12404,RWB,RB RWB RM,Right,Medium,Medium
12405,RB,RB RWB RM,Right,Medium,Medium
12406,RB,RB RWB RM,Right,High,High
12407,RWB,RB RWB RM,Right,High,Medium
12408,RB,RB RWB RM,Right,Medium,Medium
12409,RWB,RB RWB RM,Right,High,High
12410,RB,RB RWB RM,Right,Medium,Medium
12411,CB,RB RWB RM,Right,Medium,Medium
12412,RWB,RB RWB RM,Right,High,Medium
12413,RB,RB RWB RM,Right,High,Medium
12414,RWB,RB RWB RM,Right,High,Medium
12415,RB,RB RWB RM,Right,High,Medium
12416,RM,RB RWB RW,Right,High,Medium
12417,RB,RB RWB RW,Right,High,Medium
12418,ST,RB ST CB,Right,High,Medium
12419,CAM,RM,Right,High,Medium
12420,RM,RM,Right,High,Low
12421,RM,RM,Right,Medium,Medium
12422,RM,RM,Right,Medium,Low
12423,RM,RM,Right,High,Medium
12424,LW,RM,Left,Medium,Medium
12425,RM,RM,Right,High,Medium
12426,RM,RM,Right,High,High
12427,LW,RM,Left,Medium,Medium
12428,RM,RM,Right,Medium,Medium
12429,LW,RM,Left,Medium,Low
12430,RM,RM,Right,Medium,Low
12431,CAM,RM,Right,Medium,Medium
12432,RM,RM,Right,High,Medium
12433,LM,RM,Left,Medium,Medium
12434,RM,RM,Right,High,Medium
12435,RM,RM,Right,High,Medium
12436,RM,RM,Right,Medium,Medium
12437,RM,RM,Right,High,High
12438,RM,RM,Right,High,Low
12439,RM,RM,Right,Medium,Medium
12440,RM,RM,Right,Medium,Medium
12441,RM,RM,Right,Medium,Medium
12442,RM,RM,Right,High,Medium
12443,LM,RM,Left,Medium,Medium
12444,RM,RM,Right,Medium,Medium
12445,RM,RM,Right,Medium,Medium
12446,CAM,RM,Right,Medium,Medium
12447,RW,RM,Right,High,High
12448,RM,RM,Right,Medium,Low
12449,RM,RM,Right,High,High
12450,RM,RM,Right,Medium,Medium
12451,RM,RM,Right,High,Low
12452,RM,RM,Right,High,Low
12453,RM,RM,Right,High,Medium
12454,RM,RM,Right,Medium,High
12455,RM,RM,Right,Medium,Low
12456,ST,RM,Right,Medium,Medium
12457,RM,RM,Right,High,Medium
12458,LM,RM,Left,Medium,Medium
12459,RM,RM,Right,Medium,Medium
12460,RM,RM,Right,Medium,Low
12461,RM,RM,Right,Medium,Medium
12462,LM,RM,Left,High,Medium
12463,RM,RM,Right,High,Medium
12464,CAM,RM,Left,High,Medium
12465,RM,RM,Right,High,Medium
12466,RM,RM,Right,Medium,Low
12467,RM,RM,Right,Medium,Medium
12468,RM,RM,Right,Medium,Medium
12469,LM,RM,Left,High,Medium
12470,CAM,RM,Left,Medium,Medium
12471,ST,RM,Right,Medium,Medium
12472,RM,RM,Right,High,Medium
12473,RM,RM,Right,Medium,Medium
12474,RM,RM,Right,High,Low
12475,RM,RM,Right,High,Medium
12476,CAM,RM,Left,Medium,Medium
12477,CAM,RM,Right,Medium,Medium
12478,CAM,RM,Left,Medium,Low
12479,RM,RM,Right,High,Medium
12480,RM,RM,Right,High,Medium
12481,RM,RM,Right,Medium,Medium
12482,RM,RM,Right,High,Medium
12483,LM,RM,Left,Medium,Medium
12484,CAM,RM,Right,Medium,Medium
12485,RM,RM,Right,Medium,Medium
12486,RM,RM,Right,Medium,Low
12487,LM,RM,Left,High,High
12488,RM,RM,Right,High,Medium
12489,RM,RM,Right,High,Medium
12490,LM,RM,Left,Medium,Medium
12491,RM,RM,Right,Medium,Medium
12492,RM,RM,Right,Medium,Medium
12493,RM,RM,Right,Medium,Medium
12494,RM,RM,Right,Medium,Medium
12495,RM,RM,Right,Medium,Medium
12496,RM,RM,Right,High,High
12497,RM,RM,Right,Medium,Medium
12498,RM,RM,Right,High,High
12499,RM,RM,Right,Medium,Medium
12500,RM,RM,Left,Medium,Medium
12501,RM,RM,Right,Medium,Low
12502,RM,RM,Right,High,Medium
12503,RM,RM,Right,Medium,Medium
12504,RM,RM,Right,Medium,Low
12505,CAM,RM,Left,Medium,Medium
12506,RM,RM,Right,Medium,Medium
12507,RM,RM,Right,Medium,Medium
12508,RM,RM,Right,Medium,Medium
12509,RM,RM,Right,Medium,Medium
12510,LM,RM,Left,Medium,Medium
12511,RM,RM,Right,Medium,Medium
12512,LM,RM,Left,Medium,Medium
12513,RM,RM,Left,High,Medium
12514,RM,RM,Right,High,High
12515,RM,RM,Right,High,Low
12516,RM,RM,Right,Medium,Medium
12517,LM,RM,Left,Medium,Low
12518,LM,RM,Left,High,Medium
12519,RM,RM,Right,Medium,Medium
12520,RM,RM,Right,Medium,Medium
12521,ST,RM,Right,High,Medium
12522,RM,RM,Right,Medium,Low
12523,RM,RM,Right,Medium,Medium
12524,RW,RM,Right,High,Medium
12525,RM,RM,Right,High,Medium
12526,RM,RM,Right,High,Medium
12527,RM,RM,Right,Medium,Medium
12528,RM,RM,Right,Medium,Medium
12529,CAM,RM,Left,High,Medium
12530,RM,RM,Left,High,High
12531,RM,RM,Right,High,High
12532,RM,RM,Right,High,High
12533,RM,RM,Right,Medium,Medium
12534,CAM,RM,Left,High,Medium
12535,RM,RM,Right,Medium,Low
12536,ST,RM,Right,Medium,Medium
12537,ST,RM,Right,Medium,Medium
12538,RM,RM,Right,Medium,Medium
12539,LM,RM,Left,High,Medium
12540,RM,RM,Left,Medium,Low
12541,ST,RM,Right,High,Medium
12542,RW,RM,Right,Medium,Medium
12543,RM,RM,Right,High,Low
12544,RM,RM,Right,Medium,Medium
12545,RM,RM,Right,Medium,High
12546,CAM,RM,Right,Medium,Low
12547,CAM,RM,Left,Medium,Medium
12548,CAM,RM,Right,Medium,Low
12549,RM,RM,Right,High,Medium
12550,RM,RM,Right,High,Medium
12551,RM,RM,Right,High,Medium
12552,RM,RM,Right,High,High
12553,CAM,RM,Left,High,Low
12554,RM,RM,Right,High,Medium
12555,LM,RM,Left,Medium,Medium
12556,RM,RM,Right,Medium,Medium
12557,RM,RM,Right,High,Medium
12558,RW,RM,Right,High,Medium
12559,RM,RM,Right,High,Medium
12560,RM,RM,Right,Medium,Low
12561,RM,RM,Right,Medium,High
12562,RM,RM,Right,Medium,Medium
12563,RM,RM,Right,Medium,Low
12564,RM,RM,Right,Medium,Medium
12565,RM,RM,Right,High,Medium
12566,RM,RM,Right,Medium,Medium
12567,ST,RM,Right,High,Medium
12568,RM,RM,Right,High,Medium
12569,RM,RM,Right,Medium,Medium
12570,RM,RM,Left,Medium,Low
12571,RM,RM,Right,High,Medium
12572,RM,RM,Right,Medium,Medium
12573,RM,RM,Right,Medium,Medium
12574,RM,RM,Right,High,High
12575,RM,RM,Right,Medium,Medium
12576,RM,RM,Right,Medium,Low
12577,RM,RM,Right,High,Medium
12578,RM,RM,Right,High,High
12579,RM,RM,Right,Medium,High
12580,RM,RM,Right,Medium,Medium
12581,RM,RM,Right,High,High
12582,RM,RM,Right,High,Medium
12583,RM,RM,Right,High,Medium
12584,RM,RM,Right,Medium,High
12585,LM,RM,Left,Medium,Low
12586,RM,RM,Right,Medium,Medium
12587,LM,RM,Left,High,Medium
12588,RM,RM,Left,High,Medium
12589,RM,RM,Right,Medium,High
12590,LM,RM,Left,High,Medium
12591,RW,RM,Right,High,Medium
12592,RM,RM,Right,Medium,Low
12593,RM,RM,Right,Medium,Medium
12594,CAM,RM,Right,High,High
12595,CAM,RM,Right,Medium,Low
12596,RM,RM,Right,Medium,Low
12597,RM,RM,Right,Medium,Medium
12598,RM,RM,Right,Medium,Medium
12599,RM,RM,Right,High,Medium
12600,RM,RM,Right,Medium,Medium
12601,RM,RM,Right,Medium,Medium
12602,RM,RM,Right,Medium,Medium
12603,RM,RM,Right,High,Medium
12604,RM,RM,Right,Medium,Medium
12605,CAM,RM,Left,Medium,Medium
12606,RM,RM,Right,High,High
12607,RM,RM,Left,High,Medium
12608,ST,RM,Right,High,High
12609,CAM,RM,Left,Medium,Medium
12610,RM,RM,Right,Medium,Low
12611,RM,RM,Right,High,Medium
12612,RM,RM,Right,Medium,Low
12613,CAM,RM,Left,Medium,Medium
12614,CAM,RM,Left,Medium,Medium
12615,CAM,RM CAM,Left,High,Medium
12616,CAM,RM CAM,Left,Medium,Low
12617,CAM,RM CAM,Right,Medium,Medium
12618,RM,RM CAM,Right,Medium,Low
12619,RM,RM CAM,Right,Medium,Medium
12620,RM,RM CAM,Left,High,High
12621,RM,RM CAM,Right,High,Medium
12622,RM,RM CAM,Right,High,Medium
12623,CAM,RM CAM,Left,Medium,Medium
12624,CAM,RM CAM,Right,Medium,Medium
12625,LW,RM CAM,Left,Medium,Low
12626,CAM,RM CAM,Left,Medium,Low
12627,RM,RM CAM,Left,Medium,Medium
12628,LW,RM CAM,Left,High,Medium
12629,CAM,RM CAM,Left,Medium,Medium
12630,RM,RM CAM,Right,Medium,Medium
12631,RM,RM CAM,Right,Medium,Medium
12632,RM,RM CAM,Right,High,Medium
12633,RM,RM CAM,Left,High,Low
12634,CAM,RM CAM,Left,Medium,Medium
12635,RM,RM CAM,Right,High,Low
12636,RM,RM CAM,Right,Medium,Medium
12637,CAM,RM CAM,Left,High,Medium
12638,CAM,RM CAM,Left,Medium,Medium
12639,CAM,RM CAM,Right,High,Medium
12640,ST,RM CAM,Right,Medium,Medium
12641,RM,RM CAM,Left,Medium,Medium
12642,CAM,RM CAM,Left,High,Medium
12643,RM,RM CAM,Right,Medium,Medium
12644,CAM,RM CAM,Right,Medium,Medium
12645,CAM,RM CAM,Left,High,Medium
12646,CAM,RM CAM,Left,Medium,Low
12647,CAM,RM CAM,Left,Medium,Medium
12648,RM,RM CAM,Right,Medium,Low
12649,CAM,RM CAM,Left,Medium,High
12650,CAM,RM CAM,Left,High,Medium
12651,RM,RM CAM,Right,Medium,Medium
12652,LM,RM CAM,Left,Medium,Medium
12653,RM,RM CAM,Left,High,Medium
12654,LM,RM CAM,Left,Medium,Medium
12655,RM,RM CAM,Left,High,Medium
12656,CAM,RM CAM,Left,Medium,Medium
12657,CAM,RM CAM,Left,Medium,Low
12658,RW,RM CAM,Right,Medium,Medium
12659,RM,RM CAM,Right,High,Medium
12660,RM,RM CAM,Left,Medium,Medium
12661,ST,RM CAM,Right,High,Medium
12662,RM,RM CAM,Right,High,Medium
12663,CAM,RM CAM,Left,High,Low
12664,RM,RM CAM,Left,Medium,Medium
12665,RM,RM CAM,Left,High,Medium
12666,RM,RM CAM,Left,Medium,Medium
12667,LM,RM CAM,Left,Medium,Medium
12668,RM,RM CAM CF,Right,Medium,Medium
12669,CAM,RM CAM CM,Right,High,Medium
12670,CAM,RM CAM CM,Left,Medium,Medium
12671,LM,RM CAM CM,Left,Medium,Medium
12672,RM,RM CAM CM,Left,High,Medium
12673,RM,RM CAM CM,Right,Medium,Medium
12674,CAM,RM CAM CM,Right,High,High
12675,RM,RM CAM CM,Right,Medium,High
12676,RM,RM CAM LM,Right,High,Medium
12677,RM,RM CAM LM,Right,High,Medium
12678,RM,RM CAM LM,Right,High,Medium
12679,LW,RM CAM LM,Left,Medium,Medium
12680,RM,RM CAM LM,Right,High,Low
12681,RM,RM CAM LM,Right,High,Low
12682,RM,RM CAM LM,Right,High,Low
12683,LM,RM CAM LM,Left,High,Medium
12684,RM,RM CAM LM,Right,Medium,Medium
12685,RM,RM CAM LM,Left,High,Medium
12686,ST,RM CAM LM,Right,Medium,Medium
12687,RM,RM CAM LM,Right,Medium,Medium
12688,CAM,RM CAM LM,Left,Medium,Medium
12689,RM,RM CAM RB,Left,High,Medium
12690,RW,RM CAM RB,Right,High,Medium
12691,RM,RM CAM RW,Right,Medium,Medium
12692,RM,RM CAM RW,Right,High,Medium
12693,LM,RM CAM ST,Left,Medium,Medium
12694,CAM,RM CAM ST,Right,Medium,Medium
12695,RM,RM CAM ST,Right,Medium,Medium
12696,RM,RM CAM ST,Right,Medium,Medium
12697,RM,RM CAM ST,Left,High,Medium
12698,CAM,RM CAM ST,Right,Medium,Low
12699,RM,RM CDM,Right,High,High
12700,RM,RM CDM,Left,Medium,Medium
12701,RM,RM CDM,Right,Medium,Medium
12702,RM,RM CF,Right,High,Medium
12703,RM,RM CF,Right,Medium,Medium
12704,RM,RM CF,Right,Medium,Medium
12705,CAM,RM CF,Left,Medium,Medium
12706,RW,RM CF CAM,Right,Medium,Medium
12707,RM,RM CF CAM,Right,Medium,Medium
12708,RM,RM CF CAM,Right,High,High
12709,CAM,RM CF LM,Right,High,Medium
12710,CAM,RM CF ST,Left,Medium,Medium
12711,RM,RM CM,Right,Medium,Low
12712,CAM,RM CM,Right,Medium,Medium
12713,RM,RM CM,Right,Medium,Medium
12714,RM,RM CM,Right,High,Medium
12715,RM,RM CM,Right,Medium,Medium
12716,RM,RM CM,Right,Medium,Low
12717,RM,RM CM,Right,Medium,Medium
12718,CAM,RM CM,Left,High,Medium
12719,CAM,RM CM,Right,High,High
12720,RM,RM CM,Right,Medium,Medium
12721,RM,RM CM,Left,Medium,High
12722,LM,RM CM,Left,High,Medium
12723,RM,RM CM,Right,High,Medium
12724,RM,RM CM,Right,Medium,Medium
12725,CAM,RM CM,Left,Medium,Low
12726,RM,RM CM,Right,Medium,Medium
12727,RM,RM CM,Left,High,Medium
12728,RM,RM CM,Right,High,Medium
12729,RM,RM CM,Right,Medium,Medium
12730,RM,RM CM,Right,High,Medium
12731,RM,RM CM,Right,High,Medium
12732,RM,RM CM,Right,Medium,Medium
12733,RM,RM CM,Right,Medium,Medium
12734,RM,RM CM,Right,Medium,Medium
12735,CAM,RM CM,Right,High,High
12736,RM,RM CM,Left,Medium,Medium
12737,RM,RM CM,Right,Medium,Medium
12738,RM,RM CM,Left,Medium,Medium
12739,LM,RM CM,Left,Medium,High
12740,LM,RM CM,Left,Medium,Medium
12741,RM,RM CM,Right,High,Medium
12742,CAM,RM CM,Right,Medium,Medium
12743,RM,RM CM,Right,Medium,Low
12744,RM,RM CM CAM,Right,Medium,Medium
12745,CAM,RM CM CAM,Left,High,Medium
12746,RM,RM CM CAM,Right,Medium,Medium
12747,CAM,RM CM CAM,Left,Medium,Medium
12748,CAM,RM CM CAM,Right,Medium,Low
12749,CAM,RM CM CAM,Left,Medium,Medium
12750,CAM,RM CM CAM,Left,High,Medium
12751,RM,RM CM CAM,Right,High,High
12752,RM,RM CM CAM,Right,High,Medium
12753,CAM,RM CM CAM,Left,High,Medium
12754,RM,RM CM CAM,Right,High,High
12755,RM,RM CM CAM,Right,Medium,Medium
12756,RM,RM CM CDM,Right,Medium,Medium
12757,CAM,RM CM LM,Left,Medium,Medium
12758,RM,RM CM LM,Right,High,Medium
12759,CAM,RM CM LM,Right,Medium,Medium
12760,RW,RM CM LM,Right,High,Medium
12761,CAM,RM CM LM,Right,Medium,Medium
12762,RM,RM CM RB,Right,Medium,Medium
12763,RM,RM CM RB,Right,Medium,Low
12764,RM,RM CM RB,Right,High,High
12765,RM,RM CM ST,Right,High,High
12766,RM,RM CM ST,Right,Medium,Medium
12767,RM,RM CM ST,Left,Medium,Medium
12768,RM,RM CM ST,Right,High,High
12769,RM,RM LB,Right,Medium,Medium
12770,RM,RM LB RB,Right,Medium,Medium
12771,RM,RM LB RB,Right,Medium,Medium
12772,RM,RM LM,Right,Medium,Medium
12773,CAM,RM LM,Right,High,Medium
12774,RM,RM LM,Right,High,Medium
12775,RM,RM LM,Right,High,Low
12776,RM,RM LM,Right,Medium,Medium
12777,RM,RM LM,Right,High,High
12778,RM,RM LM,Right,Medium,Medium
12779,RM,RM LM,Right,High,Medium
12780,RM,RM LM,Right,High,Medium
12781,RM,RM LM,Left,High,Low
12782,RM,RM LM,Right,High,Medium
12783,RM,RM LM,Right,High,Medium
12784,RM,RM LM,Right,Medium,Medium
12785,RM,RM LM,Right,High,High
12786,RM,RM LM,Left,High,Medium
12787,CAM,RM LM,Right,High,Medium
12788,RM,RM LM,Right,High,Medium
12789,RM,RM LM,Right,Medium,Medium
12790,RM,RM LM,Right,High,High
12791,RM,RM LM,Right,High,Low
12792,RM,RM LM,Right,High,Medium
12793,RM,RM LM,Right,High,Low
12794,LM,RM LM,Left,Medium,Medium
12795,RW,RM LM,Right,High,Medium
12796,RM,RM LM,Right,High,Medium
12797,RM,RM LM,Right,Medium,Medium
12798,RM,RM LM,Right,Medium,Medium
12799,RM,RM LM,Left,High,Low
12800,RM,RM LM,Right,High,Low
12801,RM,RM LM,Right,High,High
12802,RM,RM LM,Right,High,Medium
12803,RM,RM LM,Right,Medium,Low
12804,RM,RM LM,Right,Medium,Medium
12805,RM,RM LM,Right,High,Medium
12806,ST,RM LM,Right,High,Medium
12807,RM,RM LM,Right,High,High
12808,RM,RM LM,Right,Medium,Medium
12809,RM,RM LM,Left,Medium,Low
12810,ST,RM LM,Right,High,Medium
12811,RM,RM LM,Right,Medium,Medium
12812,RM,RM LM,Right,Medium,Medium
12813,RM,RM LM,Right,Medium,Low
12814,RM,RM LM,Right,High,Medium
12815,RM,RM LM,Right,Medium,Medium
12816,RM,RM LM,Right,High,Medium
12817,ST,RM LM,Right,High,Low
12818,CAM,RM LM,Right,Medium,Medium
12819,RM,RM LM,Right,High,Medium
12820,ST,RM LM,Right,High,Low
12821,CAM,RM LM,Right,High,Medium
12822,RM,RM LM,Right,Medium,Low
12823,RM,RM LM,Right,Medium,Medium
12824,RW,RM LM,Right,Medium,Low
12825,RM,RM LM,Right,Medium,Medium
12826,RM,RM LM,Right,Medium,Medium
12827,RW,RM LM,Right,Medium,Medium
12828,LM,RM LM,Left,Medium,Medium
12829,RM,RM LM,Right,Medium,Medium
12830,RM,RM LM,Right,Medium,Medium
12831,RM,RM LM,Right,High,Medium
12832,LM,RM LM,Left,Medium,Medium
12833,CAM,RM LM,Left,Medium,High
12834,RM,RM LM,Right,High,Medium
12835,RM,RM LM,Right,Medium,Low
12836,LM,RM LM,Left,Medium,Medium
12837,CAM,RM LM,Left,Medium,Medium
12838,RM,RM LM,Right,High,Medium
12839,RM,RM LM,Right,High,Medium
12840,RM,RM LM,Right,High,Low
12841,RM,RM LM,Right,High,Medium
12842,RW,RM LM,Right,Medium,Medium
12843,RWB,RM LM,Right,Medium,High
12844,RM,RM LM,Right,Medium,Medium
12845,RM,RM LM,Right,High,Medium
12846,RM,RM LM,Left,High,Medium
12847,RM,RM LM,Right,High,Medium
12848,CAM,RM LM,Right,Medium,Medium
12849,ST,RM LM,Right,Medium,Low
12850,RM,RM LM,Right,High,Medium
12851,LM,RM LM,Left,Medium,Medium
12852,RM,RM LM,Right,High,Low
12853,RM,RM LM,Left,High,Medium
12854,RM,RM LM,Right,Medium,Medium
12855,RM,RM LM,Right,Medium,Low
12856,RM,RM LM,Right,High,Medium
12857,RM,RM LM,Left,High,High
12858,RM,RM LM,Right,Medium,Medium
12859,ST,RM LM,Right,Medium,Medium
12860,RM,RM LM,Right,High,Medium
12861,RM,RM LM,Right,High,Medium
12862,RM,RM LM,Right,Medium,Low
12863,CAM,RM LM,Left,Medium,Low
12864,RM,RM LM,Right,High,Medium
12865,RM,RM LM,Right,Medium,Medium
12866,CAM,RM LM,Left,High,Medium
12867,RM,RM LM,Left,High,Medium
12868,RM,RM LM,Left,High,Medium
12869,RM,RM LM,Left,Medium,Low
12870,ST,RM LM,Left,High,Low
12871,RM,RM LM,Right,High,Medium
12872,RM,RM LM,Right,High,Medium
12873,CAM,RM LM,Right,Medium,Medium
12874,CAM,RM LM,Left,Medium,Medium
12875,RM,RM LM,Left,High,Medium
12876,RM,RM LM,Right,Medium,Medium
12877,LM,RM LM,Left,High,Medium
12878,RM,RM LM,Right,Medium,Medium
12879,RW,RM LM,Right,Medium,Low
12880,LM,RM LM,Left,High,Medium
12881,RM,RM LM,Left,Medium,Low
12882,RM,RM LM,Right,High,Medium
12883,RM,RM LM,Right,High,Medium
12884,RM,RM LM,Right,Medium,High
12885,RW,RM LM,Right,Medium,Medium
12886,RM,RM LM,Right,High,Medium
12887,LW,RM LM,Left,High,Medium
12888,CAM,RM LM,Left,Medium,Medium
12889,RW,RM LM,Right,High,Medium
12890,CAM,RM LM,Left,Medium,Medium
12891,RW,RM LM,Right,Medium,Medium
12892,RM,RM LM,Left,High,Medium
12893,RM,RM LM,Right,Medium,Low
12894,LM,RM LM,Left,Medium,Medium
12895,RM,RM LM,Right,High,Low
12896,RM,RM LM,Right,Medium,Medium
12897,CAM,RM LM,Left,Medium,Low
12898,CAM,RM LM,Right,Medium,Medium
12899,RM,RM LM,Right,Medium,Medium
12900,RM,RM LM,Right,High,Low
12901,RM,RM LM,Right,Medium,High
12902,LM,RM LM,Left,Medium,Medium
12903,CAM,RM LM,Right,Medium,Medium
12904,RM,RM LM,Right,Medium,Low
12905,RM,RM LM,Right,High,Medium
12906,RM,RM LM,Right,Medium,Medium
12907,RM,RM LM,Right,Medium,Low
12908,CAM,RM LM,Left,Medium,Medium
12909,RW,RM LM,Right,High,Medium
12910,LM,RM LM,Left,Medium,Medium
12911,CM,RM LM,Right,Medium,Medium
12912,RM,RM LM,Right,Medium,Medium
12913,RM,RM LM,Left,High,Medium
12914,RM,RM LM,Right,High,High
12915,RM,RM LM,Right,Medium,Medium
12916,LW,RM LM,Left,High,Low
12917,LM,RM LM,Left,High,Medium
12918,RM,RM LM,Right,High,High
12919,RM,RM LM,Right,High,High
12920,RM,RM LM,Right,Medium,Medium
12921,RM,RM LM,Right,High,Medium
12922,RM,RM LM,Right,High,Low
12923,ST,RM LM,Right,High,Medium
12924,RM,RM LM,Left,Medium,Medium
12925,RM,RM LM,Right,High,Low
12926,RM,RM LM,Left,Medium,Low
12927,RM,RM LM,Right,High,Medium
12928,RM,RM LM,Right,High,Medium
12929,RM,RM LM,Right,Medium,Medium
12930,CAM,RM LM,Right,High,Medium
12931,RM,RM LM,Right,High,Low
12932,RM,RM LM,Right,Medium,Low
12933,RM,RM LM,Right,High,Medium
12934,RM,RM LM,Right,High,Medium
12935,CAM,RM LM,Right,Medium,Medium
12936,CAM,RM LM,Right,Medium,Medium
12937,CAM,RM LM,Right,Medium,Medium
