,bov,attacking,skill,agility,power,mentality,defending,goalkeeping,total_stats
12850,74,303,343,79.0,300,294,115,44,1811
12851,69,255,303,83.0,330,270,129,61,1741
12852,60,224,245,80.0,238,189,87,50,1405
12853,67,300,334,70.0,324,265,97,42,1701
12854,68,282,277,71.0,339,252,92,53,1650
12855,68,298,313,75.0,289,245,60,44,1614
12856,58,250,240,69.0,277,210,50,47,1410
12857,77,363,385,72.0,368,351,178,45,2061
12858,69,294,286,76.0,329,271,65,56,1664
12859,69,306,311,86.0,361,284,93,54,1809
12860,68,299,343,73.0,317,292,95,57,1751
12861,57,223,237,63.0,224,184,78,57,1328
12862,57,224,264,68.0,225,211,98,52,1404
12863,70,265,303,76.0,318,214,70,43,1586
12864,65,260,289,73.0,312,271,132,61,1687
12865,62,269,297,55.0,249,216,89,58,1498
12866,73,304,352,74.0,281,291,117,46,1749
12867,75,348,321,90.0,360,306,99,50,1923
12868,76,332,326,92.0,325,293,101,49,1847
12869,69,325,338,79.0,319,295,97,62,1810
12870,71,331,296,81.0,317,245,55,44,1677
12871,67,282,268,59.0,278,236,76,59,1533
12872,64,260,285,79.0,335,228,93,48,1609
12873,61,236,285,79.0,204,209,98,40,1429
12874,64,306,319,62.0,260,258,90,69,1625
12875,58,250,271,72.0,290,223,98,54,1529
12876,55,236,236,58.0,270,260,138,60,1508
12877,64,270,295,57.0,281,230,98,43,1531
12878,66,272,296,75.0,287,247,84,61,1617
12879,52,208,217,77.0,230,184,72,47,1292
12880,68,297,315,90.0,328,269,51,57,1712
12881,76,328,365,84.0,330,292,80,40,1850
12882,72,344,308,74.0,346,326,145,42,1897
12883,70,291,297,78.0,320,247,63,53,1658
12884,65,270,272,78.0,311,234,83,44,1574
12885,67,312,290,78.0,276,246,50,57,1611
12886,72,309,311,76.0,335,283,141,53,1829
12887,70,297,305,92.0,316,255,103,48,1724
12888,65,302,340,66.0,325,258,78,45,1691
12889,69,298,328,80.0,286,274,102,46,1712
12890,76,317,384,76.0,289,326,160,40,1896
12891,75,311,360,88.0,320,292,86,43,1809
12892,64,269,289,72.0,320,277,122,70,1715
12893,67,288,328,90.0,295,265,148,44,1764
12894,62,250,248,70.0,290,244,99,52,1533
12895,74,307,309,93.0,321,262,81,48,1769
12896,68,273,283,89.0,308,268,112,56,1712
12897,71,321,339,77.0,308,260,89,46,1729
12898,65,283,336,67.0,262,235,96,53,1584
12899,68,325,308,77.0,321,268,81,54,1716
12900,74,337,347,80.0,348,313,86,46,1866
12901,74,301,362,87.0,363,330,169,53,1986
12902,56,220,244,73.0,274,224,97,45,1441
12903,64,219,291,87.0,260,198,70,36,1480
12904,67,237,316,90.0,293,255,92,55,1654
12905,71,277,353,83.0,295,262,80,55,1706
12906,71,340,349,67.0,344,295,146,55,1888
12907,66,277,337,86.0,293,277,102,47,1737
12908,69,312,355,82.0,261,241,133,48,1713
12909,63,261,227,81.0,260,208,50,51,1432
12910,64,294,288,74.0,281,242,70,50,1566
12911,57,249,262,56.0,250,259,154,56,1532
12912,67,281,306,66.0,288,245,99,59,1607
12913,71,329,369,74.0,339,276,119,60,1847
12914,69,282,324,85.0,319,271,157,48,1774
12915,75,348,365,75.0,324,327,161,64,1954
12916,66,282,311,67.0,232,230,98,64,1556
12917,68,276,259,73.0,325,263,57,48,1606
12918,76,339,381,74.0,339,337,174,61,1994
12919,63,300,285,70.0,280,258,106,51,1614
12920,68,281,303,77.0,305,256,113,56,1699
12921,72,317,344,87.0,340,297,79,46,1817
12922,66,264,305,83.0,256,248,96,51,1588
12923,65,275,268,83.0,347,248,95,59,1687
12924,67,294,305,69.0,354,288,92,53,1760
12925,66,279,310,75.0,318,251,120,62,1691
12926,64,294,309,65.0,237,234,75,45,1533
12927,64,288,325,66.0,291,297,150,68,1744
12928,79,373,372,86.0,365,355,155,51,2067
12929,63,260,276,74.0,255,236,99,52,1537
12930,68,283,285,77.0,280,283,114,48,1664
12931,65,244,278,89.0,244,234,73,54,1522
12932,73,341,373,66.0,355,311,125,53,1897
12933,68,270,315,91.0,328,267,90,60,1760
12934,74,303,348,90.0,304,273,79,44,1763
12935,62,276,290,78.0,270,235,95,36,1539
12936,74,298,352,90.0,248,242,66,36,1639
12937,75,334,337,87.0,336,283,46,50,1806
12938,53,254,174,52.0,285,204,54,56,1296
12939,70,330,339,68.0,321,261,74,45,1735
12940,59,273,267,60.0,244,221,100,50,1495
12941,64,267,273,69.0,282,237,104,65,1548
12942,66,284,304,78.0,314,276,92,50,1680
12943,65,275,294,82.0,363,287,176,51,1820
12944,63,254,284,90.0,290,225,97,55,1598
12945,65,261,272,76.0,287,248,110,56,1607
12946,61,285,271,65.0,246,226,90,44,1492
12947,79,352,407,84.0,335,332,57,56,1928
12948,65,291,300,65.0,229,248,92,44,1546
12949,73,262,295,88.0,257,230,104,51,1620
12950,77,341,373,69.0,349,316,142,45,1899
12951,70,331,363,70.0,339,318,118,61,1872
12952,62,254,293,69.0,261,242,107,47,1564
12953,69,261,342,89.0,306,270,80,52,1725
12954,69,303,295,72.0,327,254,110,44,1692
12955,73,337,339,81.0,373,287,54,49,1828
12956,73,298,369,80.0,309,265,114,52,1788
12957,74,325,347,78.0,351,307,94,55,1873
12958,62,209,241,72.0,300,216,96,60,1498
12959,60,253,254,80.0,292,244,100,49,1544
12960,62,249,302,65.0,288,285,111,56,1632
12961,63,282,307,68.0,275,253,130,43,1618
12962,69,289,311,84.0,301,274,144,60,1773
12963,68,265,302,91.0,334,271,69,55,1707
12964,64,280,323,47.0,285,235,90,53,1555
12965,68,268,312,75.0,352,288,175,57,1813
12966,69,276,333,80.0,261,275,148,60,1727
12967,70,303,333,84.0,300,299,174,42,1839
12968,66,277,309,65.0,249,246,107,63,1600
12969,67,275,299,77.0,274,270,107,39,1628
12970,69,287,317,77.0,332,316,131,56,1816
12971,63,245,253,74.0,247,214,94,42,1454
12972,70,289,315,72.0,252,252,123,39,1636
12973,70,309,339,69.0,346,335,161,51,1899
12974,72,326,368,80.0,338,302,96,61,1898
12975,74,288,327,83.0,294,242,108,55,1705
12976,89,373,380,91.0,328,313,105,52,1986
12977,73,313,353,91.0,326,280,87,52,1837
12978,73,315,352,77.0,323,296,90,52,1809
12979,71,318,312,78.0,277,251,96,58,1692
12980,52,215,278,55.0,206,192,71,46,1329
12981,68,305,325,73.0,282,221,74,48,1584
12982,69,311,352,85.0,340,287,92,61,1831
12983,69,292,281,88.0,258,249,102,41,1609
12984,69,292,303,91.0,315,259,90,43,1702
12985,60,266,285,75.0,255,201,83,45,1470
12986,75,350,336,74.0,374,274,86,56,1853
12987,79,365,399,77.0,300,317,105,65,1926
12988,66,276,321,75.0,288,274,112,50,1677
12989,65,281,308,76.0,338,267,167,57,1781
12990,68,284,306,80.0,345,296,149,58,1810
12991,68,262,337,87.0,250,255,133,49,1659
12992,66,293,286,92.0,341,240,61,51,1674
12993,73,341,367,77.0,343,324,138,39,1909
12994,71,323,366,73.0,313,310,91,50,1796
12995,71,314,373,77.0,346,319,97,36,1835
12996,68,320,354,83.0,369,326,175,62,1982
12997,66,279,285,59.0,255,218,48,51,1470
12998,56,235,247,63.0,214,202,103,56,1362
12999,69,273,266,85.0,318,262,90,39,1643
13000,69,310,342,80.0,284,284,98,66,1736
13001,73,288,335,85.0,292,236,117,58,1722
13002,73,323,342,82.0,330,265,69,54,1772
13003,66,289,278,62.0,322,224,100,56,1621
13004,66,287,288,71.0,315,280,166,52,1729
13005,70,346,369,71.0,300,295,165,63,1873
13006,66,297,321,79.0,314,303,115,71,1782
13007,73,304,373,90.0,302,286,113,54,1846
13008,66,312,309,75.0,312,286,147,54,1777
13009,70,312,310,79.0,323,244,60,49,1679
13010,82,376,358,80.0,365,308,87,59,1942
13011,61,276,278,73.0,264,220,63,56,1495
13012,66,303,332,72.0,322,251,111,49,1706
13013,67,266,278,83.0,274,241,75,49,1575
13014,80,354,384,75.0,355,362,181,51,2069
13015,66,255,349,77.0,306,293,140,47,1737
13016,73,289,351,84.0,301,267,104,51,1773
13017,66,287,333,79.0,285,296,63,53,1687
13018,70,303,317,79.0,307,240,108,48,1716
13019,66,278,311,76.0,260,293,139,40,1686
13020,68,320,326,66.0,326,315,164,58,1838
13021,65,285,303,69.0,299,283,158,63,1719
13022,75,325,348,66.0,342,334,188,54,1972
13023,64,291,297,66.0,323,298,170,58,1757
13024,75,318,370,86.0,331,321,130,47,1911
13025,69,296,296,46.0,219,217,63,49,1423
13026,64,248,300,81.0,292,240,100,58,1622
13027,65,275,307,77.0,308,250,137,52,1687
13028,77,333,384,90.0,325,330,172,62,2018
13029,65,270,302,86.0,263,244,108,53,1641
13030,70,280,323,74.0,311,246,97,54,1688
13031,67,297,307,78.0,316,249,101,67,1691
13032,64,281,316,75.0,272,243,129,65,1664
13033,62,277,257,71.0,321,268,158,49,1677
13034,64,293,293,76.0,312,268,116,52,1692
13035,59,251,262,81.0,217,244,110,51,1494
13036,63,246,262,68.0,314,252,130,49,1586
13037,73,337,350,73.0,332,321,212,34,1942
13038,65,278,269,72.0,279,264,134,50,1632
13039,66,287,281,67.0,329,288,161,60,1773
13040,67,284,312,82.0,318,274,130,53,1742
13041,75,315,333,79.0,323,274,113,51,1802
13042,85,368,380,86.0,379,337,132,50,2071
13043,70,312,318,74.0,331,323,145,49,1833
13044,77,346,376,87.0,354,330,142,57,2017
13045,63,263,258,70.0,275,209,75,60,1494
13046,69,305,338,80.0,299,287,146,55,1805
13047,75,321,339,92.0,340,310,126,51,1926
13048,70,301,321,91.0,355,262,146,42,1840
13049,76,354,383,80.0,341,284,147,56,1952
13050,71,307,327,80.0,347,302,156,43,1877
13051,76,331,337,92.0,354,302,156,48,1961
13052,64,277,223,72.0,333,261,93,54,1599
13053,66,267,292,85.0,308,282,94,34,1665
13054,62,246,274,75.0,254,238,115,52,1543
13055,68,298,258,81.0,304,269,73,41,1644
13056,68,297,279,60.0,310,270,90,47,1639
13057,65,283,275,67.0,266,276,115,47,1591
13058,73,338,349,91.0,372,276,94,60,1910
13059,68,289,310,75.0,279,267,76,53,1631
13060,71,339,335,72.0,349,310,65,59,1811
13061,72,325,314,88.0,314,279,105,48,1795
13062,73,293,317,85.0,278,228,71,55,1659
13063,58,221,221,73.0,267,203,46,59,1345
13064,72,329,329,79.0,364,255,85,50,1774
13065,65,295,317,63.0,269,259,75,59,1597
13066,68,285,266,71.0,347,265,110,53,1693
13067,64,270,286,87.0,273,262,77,59,1630
13068,60,252,252,79.0,238,199,70,53,1418
13069,61,279,256,74.0,306,251,87,43,1566
13070,67,275,263,71.0,386,208,159,50,1733
13071,69,293,308,92.0,375,247,69,48,1749
13072,65,265,316,78.0,310,262,72,49,1651
13073,71,321,342,74.0,352,251,102,50,1779
13074,61,259,280,71.0,261,219,101,49,1516
13075,58,238,228,70.0,257,211,74,42,1388
13076,61,298,269,84.0,250,210,68,55,1492
13077,64,267,268,73.0,285,267,76,52,1572
13078,68,286,309,56.0,254,223,73,41,1498
13079,73,329,320,81.0,325,310,88,59,1805
13080,75,315,347,81.0,339,317,142,50,1898
13081,56,243,254,68.0,233,204,88,56,1402
13082,70,295,330,82.0,326,296,107,41,1765
13083,76,322,321,90.0,331,302,70,54,1808
13084,65,300,272,62.0,305,235,50,48,1535
13085,72,312,313,95.0,331,273,105,49,1814
13086,65,275,290,78.0,298,250,97,54,1645
13087,71,295,342,70.0,335,270,112,50,1743
13088,64,275,308,75.0,224,221,74,53,1528
13089,64,268,280,67.0,272,262,119,49,1588
13090,73,315,335,90.0,341,295,132,68,1893
13091,53,207,227,59.0,243,229,130,58,1401
13092,71,324,357,79.0,332,271,57,57,1776
13093,71,298,306,83.0,319,308,88,51,1786
13094,62,249,243,84.0,289,270,142,47,1639
13095,71,314,302,85.0,333,266,114,53,1785
13096,67,296,262,67.0,330,287,105,48,1683
13097,77,345,374,71.0,359,374,205,61,2092
13098,62,256,237,58.0,259,252,144,46,1499
13099,64,275,296,70.0,321,244,121,63,1653
13100,66,288,275,91.0,279,274,175,39,1747
13101,75,310,319,68.0,312,298,217,51,1873
13102,64,286,272,70.0,312,279,181,49,1733
13103,71,305,337,62.0,367,303,207,55,1926
13104,71,293,274,65.0,282,291,206,49,1729
13105,70,321,327,65.0,316,312,205,38,1833
13106,70,289,331,75.0,347,329,199,56,1926
13107,70,305,286,81.0,331,307,194,46,1859
13108,65,265,303,84.0,324,276,148,62,1747
13109,77,353,355,67.0,361,338,201,58,2031
13110,67,281,294,77.0,314,279,181,51,1780
13111,72,284,298,77.0,321,277,200,57,1812
13112,64,248,273,65.0,303,272,187,44,1650
13113,63,285,285,67.0,284,259,155,53,1638
13114,64,258,265,75.0,281,270,173,44,1636
13115,84,378,395,91.0,328,376,230,50,2188
13116,70,305,301,74.0,370,287,184,65,1894
13117,56,214,231,72.0,233,229,140,56,1445
13118,68,279,264,75.0,307,311,180,52,1778
13119,56,239,243,74.0,300,268,153,73,1614
13120,59,242,236,78.0,280,224,138,63,1540
13121,64,234,256,82.0,282,262,137,37,1590
13122,74,312,288,79.0,357,338,208,49,1939
13123,74,351,362,65.0,373,356,213,59,2070
13124,70,307,309,80.0,345,305,155,50,1840
13125,61,250,255,58.0,290,264,166,50,1601
13126,61,244,263,68.0,271,247,164,43,1567
13127,56,217,226,75.0,285,216,126,55,1481
13128,70,298,285,64.0,270,321,199,48,1760
13129,68,263,305,71.0,312,286,187,65,1785
13130,67,266,277,77.0,289,269,182,54,1681
13131,60,250,261,52.0,251,244,137,47,1483
13132,62,244,257,75.0,276,254,151,46,1581
13133,72,305,331,68.0,259,320,207,42,1822
13134,57,264,254,71.0,297,229,115,51,1533
13135,60,248,271,75.0,247,219,120,56,1518
13136,71,335,361,67.0,356,342,198,51,1987
13137,64,272,274,72.0,284,268,169,56,1676
13138,65,296,306,73.0,323,257,138,54,1738
13139,71,306,341,77.0,276,283,174,65,1845
13140,69,292,305,68.0,303,298,189,47,1812
13141,73,306,279,69.0,357,327,191,51,1882
13142,75,358,347,65.0,363,336,222,64,2028
13143,72,285,330,75.0,274,314,181,61,1821
13144,71,287,321,93.0,349,277,172,40,1863
13145,61,269,280,80.0,269,249,143,56,1603
13146,67,274,297,78.0,283,258,133,57,1672
13147,71,299,265,63.0,316,317,206,61,1766
13148,64,262,270,55.0,289,291,184,46,1661
13149,74,316,354,74.0,362,328,173,50,1948
13150,75,325,318,68.0,363,330,223,48,1967
13151,72,296,285,78.0,350,301,193,57,1864
13152,69,329,327,74.0,312,306,195,69,1894
13153,59,215,236,75.0,242,227,141,50,1481
13154,61,253,283,69.0,240,238,162,39,1550
13155,68,237,288,89.0,288,282,187,42,1724
13156,71,300,337,70.0,331,289,203,41,1862
13157,66,305,287,56.0,347,329,180,53,1823
13158,55,205,236,68.0,216,200,76,58,1335
13159,70,308,271,72.0,336,263,86,43,1671
13160,75,344,365,79.0,384,342,103,64,2001
13161,64,291,313,71.0,334,291,128,49,1771
13162,63,272,273,80.0,248,278,155,37,1592
13163,59,254,262,72.0,273,271,116,45,1559
13164,70,319,300,75.0,363,270,100,49,1778
13165,63,294,295,66.0,268,232,88,47,1567
13166,83,356,391,89.0,372,316,88,50,2002
13167,66,281,318,76.0,328,301,153,41,1792
13168,75,333,364,89.0,305,300,108,45,1859
13169,56,216,250,77.0,206,194,78,55,1344
13170,67,289,247,68.0,330,270,124,59,1681
13171,67,260,327,67.0,278,311,137,65,1714
13172,61,261,295,67.0,294,275,131,65,1651
13173,69,298,304,77.0,345,259,108,53,1755
13174,51,206,222,68.0,276,233,123,40,1415
13175,73,306,325,89.0,328,279,95,63,1827
13176,64,247,254,78.0,273,238,160,37,1596
13177,62,252,285,72.0,280,232,90,57,1537
13178,82,376,395,87.0,357,346,102,27,1996
13179,78,346,361,78.0,337,323,140,51,1931
13180,62,246,271,73.0,296,238,154,38,1569
13181,76,339,337,72.0,335,289,80,54,1797
13182,75,327,346,75.0,338,335,153,63,1944
13183,69,305,296,80.0,344,271,68,47,1705
13184,77,347,373,78.0,362,301,141,50,1950
13185,61,270,265,68.0,298,215,77,51,1508
13186,65,282,277,83.0,269,231,77,47,1545
13187,73,284,335,78.0,332,302,120,61,1809
13188,66,284,276,68.0,321,228,90,50,1599
13189,75,317,339,82.0,365,315,155,50,1942
13190,57,229,242,51.0,236,201,73,52,1322
13191,61,274,287,72.0,275,226,98,46,1545
13192,64,248,266,77.0,287,213,106,50,1491
13193,57,232,235,91.0,250,202,91,56,1458
13194,68,287,336,90.0,319,258,129,44,1774
13195,71,307,312,73.0,345,262,92,64,1761
13196,68,290,305,85.0,301,243,77,57,1666
13197,75,320,337,76.0,341,267,109,48,1805
13198,72,309,338,82.0,313,270,111,47,1788
13199,72,300,323,83.0,340,267,64,43,1729
13200,66,307,308,64.0,272,247,73,52,1581
13201,79,353,378,84.0,328,266,106,46,1878
13202,69,306,320,90.0,317,315,117,59,1827
13203,82,351,358,86.0,382,323,95,50,1986
13204,84,389,356,84.0,369,322,128,49,2034
13205,55,222,233,69.0,235,203,78,56,1347
13206,71,284,327,76.0,295,252,120,45,1689
13207,82,339,383,86.0,375,358,137,50,2071
13208,69,322,338,83.0,337,261,134,39,1805
13209,70,315,337,74.0,331,317,123,55,1828
13210,60,259,273,86.0,292,262,114,44,1611
13211,78,317,369,73.0,336,295,133,51,1896
13212,68,290,326,78.0,341,279,120,50,1768
13213,67,301,272,71.0,343,221,57,48,1585
13214,82,345,365,94.0,345,326,153,43,2026
13215,69,266,311,84.0,273,282,136,65,1734
13216,79,376,398,65.0,333,371,102,39,1958
13217,72,276,297,86.0,338,308,122,52,1806
13218,74,353,383,79.0,362,306,127,52,1962
13219,69,279,303,85.0,314,302,117,61,1765
13220,62,256,233,71.0,302,217,86,42,1491
13221,68,273,287,77.0,285,234,89,47,1601
13222,67,295,338,90.0,268,265,119,50,1719
13223,59,270,268,79.0,290,264,123,53,1606
13224,81,370,379,84.0,376,362,165,48,2113
13225,71,291,306,83.0,279,244,100,53,1667
13226,74,308,326,79.0,350,336,181,62,1951
13227,64,255,296,83.0,313,307,93,68,1682
13228,79,348,368,85.0,358,330,93,48,1947
13229,73,296,352,84.0,326,278,94,50,1791
13230,63,262,273,69.0,275,235,100,55,1539
13231,68,310,342,73.0,317,271,156,53,1799
13232,55,227,255,69.0,223,207,80,48,1351
13233,75,353,365,82.0,387,323,99,53,1967
13234,67,284,283,84.0,283,231,86,39,1588
13235,75,312,344,91.0,350,335,193,56,2002
13236,74,315,372,74.0,348,310,128,63,1900
13237,65,315,246,65.0,325,274,122,35,1655
13238,69,317,348,74.0,339,284,129,64,1831
13239,75,326,305,79.0,343,263,72,47,1743
13240,63,277,286,61.0,265,227,93,41,1481
13241,75,315,351,76.0,346,313,137,57,1892
13242,66,295,324,71.0,314,283,136,60,1753
13243,76,285,308,88.0,333,289,96,46,1779
13244,73,356,328,65.0,365,332,114,60,1890
13245,71,286,301,74.0,314,317,131,55,1782
13246,73,304,356,81.0,294,276,84,50,1768
13247,62,234,265,79.0,238,234,132,49,1511
13248,74,338,336,83.0,352,321,123,56,1900
13249,75,338,346,66.0,350,262,79,56,1800
13250,72,312,308,86.0,319,264,92,44,1753
13251,69,301,275,79.0,290,239,76,56,1595
13252,72,300,344,86.0,345,271,98,67,1817
13253,68,281,291,90.0,299,221,111,51,1658
13254,67,297,323,69.0,356,303,173,49,1843
13255,73,300,334,88.0,302,258,79,49,1725
13256,67,276,306,90.0,355,242,82,61,1722
13257,75,331,330,92.0,307,307,110,52,1876
13258,67,290,286,80.0,332,275,125,64,1751
13259,70,336,299,71.0,362,294,129,47,1833
13260,63,283,289,64.0,285,222,94,50,1534
13261,69,325,362,81.0,300,304,110,62,1834
13262,77,356,325,73.0,371,334,189,50,2016
13263,81,350,399,89.0,329,324,121,48,1994
13264,66,293,246,72.0,342,260,167,58,1718
13265,76,331,330,79.0,363,312,73,41,1846
13266,57,258,257,72.0,277,235,125,45,1530
13267,72,325,314,69.0,338,317,190,45,1892
13268,61,246,249,73.0,245,245,138,41,1516
13269,78,353,369,75.0,356,354,219,56,2090
13270,67,295,316,84.0,291,287,157,48,1773
13271,65,241,285,78.0,303,260,132,58,1642
13272,64,266,260,89.0,286,252,169,44,1660
13273,74,337,337,63.0,355,346,182,46,1942
13274,67,301,309,78.0,314,314,162,57,1815
13275,64,257,310,89.0,320,264,140,69,1753
13276,73,308,323,77.0,278,307,204,52,1858
13277,76,372,337,53.0,393,342,226,50,2031
13278,80,347,380,80.0,332,354,211,48,2069
13279,77,357,377,74.0,382,376,212,55,2114
13280,68,290,269,73.0,320,250,152,59,1725
13281,60,257,239,67.0,300,239,94,45,1522
13282,77,342,384,78.0,342,337,110,59,1960
13283,73,331,360,79.0,359,298,105,53,1898
13284,64,262,279,73.0,268,230,70,48,1512
13285,63,267,255,77.0,295,230,51,61,1539
13286,66,319,266,52.0,343,275,102,59,1658
13287,72,296,289,79.0,363,286,109,65,1817
13288,57,236,248,79.0,262,213,40,58,1421
13289,68,307,320,73.0,316,300,116,55,1779
13290,72,292,344,83.0,314,265,111,51,1767
13291,66,274,287,75.0,299,236,94,57,1643
13292,71,334,322,65.0,373,307,166,56,1913
13293,66,281,250,89.0,346,242,52,54,1626
13294,62,260,232,70.0,274,226,68,49,1462
13295,70,324,323,64.0,351,333,175,60,1915
13296,65,303,315,78.0,343,277,94,57,1730
13297,61,251,234,77.0,317,215,64,58,1493
13298,66,295,277,86.0,345,234,64,62,1664
13299,62,263,249,73.0,272,273,57,45,1512
13300,66,290,297,73.0,306,236,61,43,1601
13301,61,271,277,66.0,276,219,129,44,1524
13302,68,315,295,78.0,340,259,71,30,1686
13303,72,311,293,74.0,347,288,134,41,1802
13304,73,364,302,61.0,403,330,164,67,1961
13305,53,233,250,54.0,249,191,76,48,1338
13306,64,267,268,82.0,278,243,78,55,1577
13307,72,294,350,89.0,312,301,87,47,1814
13308,67,321,282,86.0,340,254,100,62,1716
13309,69,298,279,93.0,310,252,85,46,1701
13310,65,273,294,80.0,321,236,98,60,1658
13311,74,322,316,88.0,347,312,93,56,1857
13312,60,270,251,60.0,288,245,72,59,1496
13313,67,294,307,74.0,335,238,64,51,1651
13314,62,248,257,71.0,293,208,47,57,1489
13315,63,273,248,77.0,245,208,100,56,1508
13316,62,283,262,63.0,268,254,128,64,1565
13317,65,294,269,65.0,286,230,79,50,1541
13318,68,304,277,76.0,339,234,80,41,1640
13319,69,321,317,85.0,331,252,105,50,1759
13320,67,316,353,73.0,333,294,109,64,1788
13321,67,316,313,61.0,318,310,132,56,1764
13322,75,327,371,86.0,296,254,56,53,1746
13323,74,331,304,82.0,360,317,108,15,1851
13324,68,281,303,80.0,269,289,64,62,1635
13325,63,276,283,63.0,301,242,101,60,1593
13326,65,301,251,62.0,310,307,72,46,1613
13327,72,339,333,90.0,286,284,76,58,1774
13328,61,251,242,58.0,273,258,124,42,1489
13329,84,379,386,89.0,355,344,155,56,2101
13330,69,289,319,74.0,347,274,104,54,1780
13331,62,258,242,67.0,290,225,51,49,1478
13332,79,332,354,78.0,355,275,62,49,1844
13333,71,306,323,76.0,341,322,104,62,1838
13334,64,300,306,74.0,356,294,112,54,1765
13335,78,353,360,77.0,364,307,107,34,1911
13336,77,363,381,75.0,371,343,89,59,1991
13337,67,315,259,71.0,335,223,114,54,1645
13338,64,252,256,90.0,292,211,93,52,1538
13339,65,279,272,90.0,248,234,103,46,1561
13340,74,329,337,83.0,336,281,98,54,1831
13341,65,265,273,79.0,333,252,122,48,1694
13342,60,262,213,67.0,298,206,66,53,1428
13343,63,262,269,87.0,281,238,96,51,1601
13344,66,265,263,81.0,279,257,116,50,1623
13345,60,250,242,74.0,291,213,95,36,1489
13346,75,322,337,86.0,332,293,95,46,1836
13347,77,325,296,93.0,368,320,176,42,1969
13348,65,280,288,92.0,311,253,101,60,1704
13349,76,338,378,80.0,324,326,125,50,1937
13350,73,310,309,91.0,290,276,80,49,1723
13351,60,259,234,69.0,278,214,100,51,1478
13352,67,308,312,75.0,342,304,104,48,1791
13353,75,350,348,70.0,363,302,82,51,1872
13354,74,331,349,74.0,358,274,84,50,1830
13355,76,358,352,86.0,390,348,167,50,2053
13356,65,267,296,82.0,299,273,105,55,1680
13357,68,271,281,78.0,309,256,65,49,1615
13358,61,248,266,64.0,286,237,125,54,1538
13359,72,316,323,79.0,339,311,91,54,1817
13360,73,298,297,86.0,328,246,92,58,1739
13361,76,374,373,73.0,370,315,81,56,1941
13362,66,290,288,72.0,340,268,90,54,1684
13363,75,340,338,75.0,349,326,147,40,1933
13364,70,306,327,80.0,340,258,66,65,1757
13365,69,339,314,73.0,332,275,98,58,1769
13366,68,279,290,81.0,262,252,92,47,1613
13367,67,290,294,78.0,318,228,57,54,1611
13368,61,274,270,68.0,288,251,88,40,1551
13369,66,295,282,72.0,318,303,154,60,1785
13370,71,312,331,86.0,360,283,134,61,1869
13371,78,339,356,76.0,351,270,84,53,1839
13372,69,276,241,65.0,352,242,85,51,1593
13373,61,289,284,72.0,331,277,68,59,1642
13374,64,274,263,61.0,346,275,87,54,1662
13375,70,328,349,81.0,298,287,76,57,1772
13376,65,286,282,75.0,270,233,62,37,1543
13377,76,363,376,75.0,330,323,120,59,1930
13378,75,322,337,78.0,391,274,76,59,1843
13379,67,277,275,63.0,311,241,120,45,1626
13380,70,313,316,83.0,338,267,115,67,1816
13381,68,305,342,70.0,336,316,137,64,1847
13382,60,259,247,51.0,264,192,80,42,1386
13383,61,256,274,75.0,257,233,75,51,1498
13384,58,242,275,53.0,244,210,89,49,1399
13385,69,312,315,82.0,327,275,106,50,1771
13386,72,340,308,58.0,332,295,156,59,1824
13387,83,417,419,78.0,405,362,161,52,2213
13388,69,269,306,91.0,268,233,70,54,1611
13389,57,259,280,75.0,220,210,86,48,1448
13390,68,305,323,65.0,325,307,151,53,1807
13391,71,310,346,81.0,339,302,102,61,1832
13392,65,299,306,69.0,347,306,127,53,1790
13393,64,289,285,71.0,312,248,81,48,1593
13394,66,262,279,83.0,226,242,82,47,1509
13395,62,255,263,71.0,298,207,68,51,1497
13396,65,288,268,76.0,328,264,76,48,1630
13397,76,366,346,77.0,367,305,64,52,1883
13398,90,392,406,91.0,393,376,122,62,2211
13399,70,289,317,80.0,321,287,116,58,1773
13400,61,286,281,65.0,275,241,71,58,1529
13401,78,298,356,92.0,287,278,98,55,1802
13402,63,276,280,76.0,289,236,87,47,1583
13403,67,273,269,64.0,281,241,62,60,1544
13404,57,231,301,75.0,247,205,115,44,1497
13405,66,296,299,65.0,265,231,83,57,1558
13406,64,271,298,72.0,311,223,78,65,1601
13407,68,329,328,72.0,316,275,87,51,1724
13408,59,242,253,80.0,246,218,76,50,1459
13409,59,255,264,59.0,244,219,89,57,1422
13410,69,314,335,70.0,310,249,60,48,1661
13411,68,280,273,70.0,266,231,55,59,1523
13412,70,295,302,74.0,345,268,86,64,1754
13413,70,264,302,90.0,313,263,114,53,1720
13414,82,366,410,85.0,356,344,100,49,2023
13415,73,326,359,72.0,363,341,180,53,1981
13416,60,249,236,69.0,244,208,79,53,1405
13417,61,262,242,78.0,314,213,47,51,1495
13418,68,304,283,69.0,294,267,105,46,1651
13419,49,221,212,54.0,212,185,62,49,1246
13420,75,328,352,76.0,320,297,99,43,1830
13421,65,265,283,69.0,282,238,90,71,1581
13422,59,280,278,68.0,263,214,90,50,1536
13423,73,308,355,82.0,283,282,76,57,1744
13424,74,281,352,61.0,320,277,154,49,1800
13425,68,277,320,85.0,324,253,88,42,1695
13426,61,291,257,64.0,275,230,77,33,1478
13427,63,277,272,70.0,325,267,70,49,1594
13428,61,276,279,62.0,276,225,92,56,1500
13429,55,216,231,71.0,214,197,66,54,1309
13430,63,245,280,71.0,284,222,89,58,1528
